,rate,date,review
283,10,"Dec 28, 2022","I went to the theaters in search of a spectacle and I sure did get one. Pandora is a magical place where the audience can become emerged in a world full of new and exciting experiences. The cinematography is best-of-the-best and this film includes a story that engages the audience and makes us care for the Na’vi. Best part of the movie: the underwater scenes and the premise. The Avatar films provide a different viewpoint from many other sci-fi and action movies which I appreciate.

Room for improvement: long movie, but also worth it. There were times in the movie where it seemed more about the spectacle than the evolution of the plot. However, I enjoyed the extra time exploring Pandora."
284,9,"Dec 28, 2022","To me, this is in my top 3 movie going experiences ever. I acknowledge that the story is shallow and uninspired, but the world in this movie is so brilliantly realized that I felt as if I was there from the first second. Absolutely brilliant, and would recommend it in the cinema if possible."
285,10,"Dec 28, 2022","An optical spectacle, worthy successor of the first movie, the new installment is breathtaking in every way. Those underwater scenes are awesome and the story builds enough secondary plots to make the stakes high enough. WIth that being said, there was no real ending, which might dissapoint a few. Definitely worth a watch"
286,10,"Dec 28, 2022","This film is just an experience that you should only see in a cinema, preferably in 3d and dolby cinema. I had so much fun watching this film as the technical execution is just amazing and the Sully's family dynamic also added a lot to the experience. The only thing that bothered me was the constant change between 24 fps and 48 fps."
287,8,"Dec 28, 2022","Here the obligatory question is: was it worth waiting 13 years? In a relative sense, yes. The story is almost a replica of the previous one, with new situations and characters that are in place, with dynamic action sequences that at least do not saturate the viewer. Seeing it in 3D is not strictly necessary."
288,7,"Dec 28, 2022","Como secuela a nivel narrativo es flojo, pero teniendo en cuenta la direccion artistica, la calidad y la banda sonora hace espectacular cada frame que ves en pantalla. Y si entramos al detalle de la historia que nos cuentan durante 3 horas... unas cuantas subtramas y una trama principal que dejara bastante que desear."
289,5,"Dec 28, 2022","Parece una película X y una misa de 3 horas. En lo que se refiere a que es un espectáculo visual es asombrosa y excitante, en ese sentido merece la pena. Ahora, una vez te acostumbras al impacto de la puesta en escena es aburrida, la película aburre y parece un guiso de muchos ingredientes a lo loco. Pero lo menos bueno es el sermón ecológico constante, es como tener a un cura criticándote durante 180 minutos."
290,8,"Dec 28, 2022","Like the first one, a nice family film with crazy good CGI. A must-see in the cinema. Story is OK. Maybe this film is a bit too long"
291,8,"Dec 27, 2022",The Movie is great visually it looks amazing which is unsurprising the story was definitley more interesting and memorable than the first Movie albeit simple but there are a few plot points that are reused from the first movie that I found lazy that just didnt need reused the movie also felt like it was an hour too long
292,0,"Dec 27, 2022","Let's be honest here, most people who voted 5 or above did it for the VFX, they missed the rest. The problem is a movie is first and foremost a story brought to life by actors. Here the story is more than lacking, it's pompous, childish and ridiculous. Should the absence of a story (and with massive inconsistencies) supported by gorgeous computer work be rewarded? In my opinion, the answer is no and as long as we rate highly these kind of products, we will only be served this kind of garbage."
293,10,"Dec 27, 2022",The movie is the best in 22. The story is great and the visuals are spectacular.
294,9,"Dec 27, 2022","With The Way of Water, James Cameron has proven that, after all these years, he is still a master of spectacle. After “Titanic,” “Aliens,” the Terminator movies, and the first Avatar, he has, once again, delivered an extraordinary blockbuster. He is a filmmaker that understands blockbusters are supposed to be something more than explosions and big-name stars."
295,9,"Dec 27, 2022","Solider Film. Ich war die ganze Zeit fasziniert. Liegt vlt dran, dass ich ein Fan bin. Trotzdem Zieht sich der Film. Vorallem im 2/3. Hätte man mehr draus machen können."
296,9,"Dec 27, 2022","More engaging than the first film.  A more emotional plot with such original images and ideas.  A few loose threads in the plot but overall a fantastic experience, especially the final sequence.  The underwater CGI was perfect making it totally believable.  Had me literally cheering for the protagonists right through the third act.  Very keen to see it again."
297,5,"Dec 27, 2022",I loved it esp. the when the water fills up during the mother and baby girl.
298,5,"Dec 27, 2022","Like many have said before, this is simply an amusement park ride turned 3-hour-film; it doesn't pass any serious test. Plot-holes galore, ridiculous villains, cliched beats... And terrible third act, awful contrived ending. It's a shame, because the technical effort and the beautiful themes deserved better, but I felt like I was watching a videogame demo or a mid-tier sci-fi tv show where the writing didn't matter."
299,5,"Dec 27, 2022","If you loved the first movie, you will likely enjoy Avatar: The Way of Water as well. If you didn't, then you won't enjoy it. Simple as that. I personally have mixed feelings for the first movie, and thus I have the same for the sequel as well. From a visual standpoint, like the original, The Way of Water is breathtaking, with world-class CG effects and fantastic character and animal designs. The third act climax is also fun as hell, just like it was in the first one. However, just as the strengths of the movie are the same, the weaknesses are the same as well. The weak story structure, bland main characters, lame antagonist, and environmental message are practically identical to that of the first movie, so don't expect any new ground in those departments. Furthermore, with an egregiously long 3+ hour runtime, there is certainly a lot that could've been cut and nothing would've been lost. Worse, what was cut from some scenes was done so pretty jarringly in the editing room. Because James Cameron could not write a nearly tight enough script, many scenes (particularly in the first two acts) just suddenly cut away in what clearly was designed to only be the middle of the scene. There were also a few issues with rapid frame rate choppiness in many scenes, which I personally could overlook, although I know this could be nauseating for some. Overall, if you liked the first and can overlook the same total lack of creativity in the story, character, and thematic department, as well as its overly long length and choppy editing resulting from an oblong script, and just focus on the stunning visuals and action, you'll enjoy The Way of Water. Otherwise, you'll be left wondering why you wasted close to 3.5 hours in a theater to watch a VFX showcase."
300,9,"Dec 27, 2022","It’s the similar family/growing pains and story tropes, dressed in the most beautiful visuals and stand out voice acting you’ll ever see. For the genre it’s in the top, for all movies in general it’s still top.

Even though the movie doesn’t take you anywhere that’s new, the journey is one worth enjoying on its own.

Also be prepared to hear the word “bro” a lot."
301,9,"Dec 26, 2022","The ""Avatar"" film series, directed by James Cameron, is known for its groundbreaking use of technology and special effects. The first film in the series, ""Avatar,"" was released in 2009 and made use of innovative techniques such as performance capture and 3D technology to bring the film's fictional world and characters to life. The sequels to ""Avatar,"" only being ""Avatar: The Way of Water,"" as of now, continue to push the boundaries of visual effects and immersive storytelling.

In terms of the enjoyment of the film, this is a subjective experience that can vary from person to person. Some viewers may find the ""Avatar: The Way of Water"" to be visually stunning and engaging, while others may find the change from 48 fps scenes to 24 jarring and out of place. I would have much preferred the entire movie to have been shot in 48 fps as I genuinely enjoyed the 48 fps scenes shot when I viewed the movie in my local Cinemark XD 3D theater. The 3D was stunning and by far the best use of it since my viewing of the original ""Avatar"" in 2009. The story was great at including as many of the main characters as they could, I just wish some more screen time was given to Jake, Neyteri, and their oldest son, Neteyam. Personally I felt like Jake had some character decisions that did not represent who he became at the end of the original film, which could have been better explained."
302,3,"Dec 26, 2022","I want to explain my low score. I'm usually a very middling scorer and this was very much a middling movie. The visuals are nice, but it's not enough to carry the story, which... well most of the time when you tell similar stories, it would take half the time, and there would be more... something afterwards. This is of course because they want to give a greater visual experience, but that's not why I'm seeing the movie. So for me, the yellow ratings from 4-6 implies that I would would watch it again, if it happened to say be on TV, but wouldn't seek it out. The plot though is so dull I would never be able to sit through it again. Even the visuals, while nice, are missing something. The way they're arranged they could be done in a way that enhanced the movie better and just highlighted the CGI better."
303,8,"Dec 26, 2022","""Avatar: The Way of Water"" was beautiful but a bit by the books, in terms of the narrative.  I'll get the obvious stuff outa the way quickly.  This movie is visually breathtaking!  All of the CGI and VFX felt seamless with any ""real people"" acting, there were points where I honestly could not decipher weather or not I was looking at a computer image or a real person.  The 3-D was also amazing, normally, I don't care about 3-D at all, but it was a real treat in this movie.  Definitely don't wait to stream ""The Way of Water""  home, watch it at the best movie screen you can watch it on.

That said, the bulk of the story was very similar to the first movie.  A lot of the same story beats, except Jake is doing everything with a family instead of by himself and in a water setting instead of a forest setting.  Another issue I had with the story was the underutilization of Neytiri.  It felt like she didn't exist for 2/3 of the movie up to a point where she was ""needed"" for specific events to unfold.  This may be due to giving all the new characters plenty of spot light so they can flesh out properly, which I feel like the movie did well.

While I feel ""Avatar: The Way of Water"" certainly doesn't live up to 13 years of expectations, it delivers in spectacle, immersion and emotion.  You can really feel James Cameron's creativity and passion with this sequel.  The world of Pandora has been expanded on just enough to make you hungry for the next movie."
304,7,"Dec 26, 2022","First of all, this movie is outstandingly beautiful, and there's a lot of good work put into it, a great experience to watch and have a lot of fun. But, in other ways this movie fails with repetitive situations, predictable moments, and messy scenes, especially in the beginning and the end. The development of being in the new water tribe is beautiful and pleasant to watch, where it's easy to feel the difficulties that it is to fit in the community, every character has their role in the movie and work well with each other, as well as their fights and bonds are understandable and relatable. Overall this movie works petty well and really opens Avatar's world to a new concept of magnitude and complexity, while bringing new, compelling and important characters to the drama, and also bringing beautiful scenes where we really feel connected to the movie and the universe"
305,6,"Dec 26, 2022","Spectacular CGI, directing on point and interesting emotional sequences, but too much similarities with the first one, absurd plot and mostly boring characters. Unclear message about violence, and after the conclusion feels like half of what should have been in the movie has been kept for the next ones.
Overall has more to do with Disneyland than real cinema experience."
306,3,"Dec 25, 2022","The film was too long with a poorly devised plot. Most disappointing was that the powerful character of Neytiri Sully from the first movie had no significant role in this one. Her character could have been dropped from the second script with no consequence. The Sully family was too entitled, just showing up in a distant land knowing the trouble they would bring to their hosts. The short-sighted plan to protect the forest natives ignored what we learned of the ""sky people"" in the first film.  The humans would have used a scorched earth method of clearing the forest anyway to bring the Sullys back.
The movie started with talk about some kind of bracelet with beads that represented life events.  Really? A charm bracelet from Pandora? That sure has a commercial tie-in. Later when the ship was sinking, Cameron used imagery straight out of Titanic. Characters were trapped underwater behind a locked mesh door. That nod was just a distraction.
The man who led the hunt against the whale-like creatures lost his arm in the fight.  The same creature that once lost a fin to him fought back and the hunter's arm was severed. That parallel would make a great five-paragraph paper in high school freshman English class. It was otherwise another example of drivel in the script. The teen angst that drives the movie gets tiring. Dumb teenage behavior brings near-death consequences, and the adults state their disappointment without significant recourse. Then the kids do it again. This behavior even leads to the teens being used as hostages after they go out where they've been told not to go. Again.
I didn't like any of the characters in this script except the daughter Kiri. The first movie had me rooting for their win over evil forces but in this second movie they seemed to be battling their own poor choices.
I wish James Cameron could return my three hours and ten minutes. I had better things to do with it."
307,8,"Dec 25, 2022","I will agree with those people who doesnt like the story side of this movie, yeah it's to simple and shallow. But emotional and visual parts of the movie - absolutley incredible."
308,10,"Dec 25, 2022","Incredible. Emotionally and visually stunning, incredible world building and action sequences. This has something for everyone."
309,10,"Dec 25, 2022",I have seen it 5 times in the theater already.... What an amazing experience !!
310,9,"Dec 25, 2022",This movie was amazing to watch on IMAX! It’s a must watch on the big screen.
311,9,"Dec 25, 2022",Was an absolutely fantastic cinema experience! Can’t wait for the next couple of movies to come out.
312,10,"Dec 25, 2022","Amazing movie. The best in this year. This movie shows us (humans) what we are doing. That we are animals that can kill everybody and everything to reach the goals.
Simple story, simply told - the key to become masterpiece!"
313,5,"Dec 25, 2022","Obviously a visually impressive film, but the plot is so absurd and full of holes, and the dialogue is so stilted and awkward, that you can't help but laugh unintentionally.  A few examples: Jake ""chokes"" Quarich while they're both underwater holding their breaths. The end of the movie leaves completely unresolved the ongoing destruction of the whole jungle millieu. The water people just disappear during the climactic end sequence... It goes on and on. And one thing I really can't figure out: with all of their amazing intergalactic technology, why is it that the skypeople military is STILL unable to equip its attack aircraft with arrow-proof windows??"
314,10,"Dec 25, 2022","The rare joy was to watch this movie. After all the marvel latest crap this was a real fresh breath. Didn't expect anything from 2nd Avatar, but 3 and a half hour pasted unnoticed. The plot is simple and easy for understand, but do not feel like something you've watched already. I felt the new and old heroes motivation, liked the new sides of plot as father's/sons problems, maturity, war and loss sadness (me as being Ukrainian felt it very well). The  graphic is not simply spectacular (Aquaman feels like cheap China crap in comparison), but make a new benchmark for all blockbusters. 10 of 10 absolutely! You have to watch it in theatre for sure."
315,10,"Dec 24, 2022","This is a really amazing film. The effects and the high frame rate make this unlike anything I’ve ever seen at the cinema. I don’t think I’ve ever really seen a film before where it just has to be seen on the biggest screen possible. This is something that just wouldn’t work on streaming, it’s got to be seen in the cinema. I’m planning to go and see it again in 4D as I think that would be even more immersive and amazing."
316,0,"Dec 24, 2022",The film bored me the first two hours. The film had no story. There is no reason why the military has to go after Jake after he left for the ocean islands.
317,0,"Dec 24, 2022",Caged dolphins were tortured for the premiere. There simply shouldn't be anything like that.
318,9,"Dec 24, 2022","Altough the movie felt way to long, it is a visual spectacle. Amazing world building, crisp animations and nice sound design. Avatar really is an experience!"
319,10,"Dec 24, 2022","Це просто найкращий фільм який я бачив, не жалкую ні копійки, ні секунди.
Такі емоційні гойдалки просто Жах, 10 з 10 однозначно, дуже хвилювався за те що   ""Аватар 2"" не виправдає сподівання, але він просто не перевершений, прошу усіх і кожного сходіть в кіно на ""Аватар 2"", щоб він зібрав достатньо коштів за для 4 та 5 частини"
320,10,"Dec 23, 2022","situs aman dan terpercaya✓ Togel Hongkong, Keluaran HK, judi bola,bandar judi online slot gacor
****/"
321,8,"Dec 23, 2022",It was a visual spectacle... I loved the story line although it was generic I still loved it. I loved the fact that the movie was fast paced considering it was 3 hours long
322,7,"Dec 23, 2022","Entretenida, tiene momentos aburridos, pero en general bien, la duración si es un punto menos para mí, y la historia no me engancho, me pareció trillada y bastante insulsa, esperaba más del villano, que en esta entrega se siente desperdiciado con poco peso en la trama, en cambio hay un personaje que rompe totalmente la historia y el solo es un punto negativo, no tiene ningún sentido en la película y es una excusa muy rebuscada para tratar de empatizar con el villano.

Espero que si hacen otra entrega haya más giros argumentales algo de verdadero drama, con un verdadero villano, y que eliminen el personaje de m... que se inventaron.

En general es bastante rosa y poco interesante, prácticamente esta película es un drama para adolescentes, por poco y se parece más a crepúsculo"
323,3,"Dec 23, 2022","I'm being extra harsh on this movie because after an uninspired first entry this sequel needed to be something more, but it fails to rise to that call.  What we have here is a serviceable but very forgettable continuation of Pandora's drama.  I found myself often thinking back on those crappy WB shows because the writing here really is that basic.  So while this might be a decent hangover/flu rental it will disappoint anyone trying to engage."
324,5,"Dec 23, 2022","Completely let down by the sequel. There is no plot, only one gear, and the old avatar first concept is used this time with water. Compared to this segment, the first part's speed was incredibly fast. Several times in between the movie, I slept off. It's been too long. According to James Cameron, despite the fact that we are still in 2009, the story and visual effects in movies have changed significantly over the past 13 years. The vfx were the only thing the movie had going for it. The crowd is only drawn in by the movie's buzz. I had hoped for more from James. I'm hoping the next instalment will have a good movie premise and be a shorter film. Super dull and sluggish with the same idea I don't suggest it. both time and money are saved."
325,5,"Dec 23, 2022",It's really good to watch after watching the movie the movie feeling was really good and Raj should tell about this that everyone should watch this movie this movie that I am talking about is really good and fantastic and it graphics almost perfect two real life as comparison but first part was really awesome story lacks in second part but everything will be fine I don't know how it gonna be a massive hit everyone likes action drama love story and break taking moments these are all in this film but I should want you tell you how do you look or even don't look was the movie it will be a great fun
326,5,"Dec 23, 2022","Amazing visual, but boring story..
After watching first two hours, it feels documentary like national geographic..
I hope next series gets better stories and characters.."
327,10,"Dec 23, 2022",Incredibly poggers in literally every way. One of the few films with a broad appeal without compromising it's creative vision.
328,8,"Dec 23, 2022","Went to see it yesterday in 4dx movie. I would rate movie as solid 9, as there were a few inconsistencies in the story that don't make much sense, or cheese moments. However, 4Dx experience was 7 at best, the chairs were bloody moving ALL the time stealing the effects from actual cut scenes. So, I would recommend to go to IMAX to get a better emersion into the movie. But like with the 1st one, stunning visuals, average story that is not trying to be something else and a good amusement for the evening. Will go to IMAX, or will wait blue Ray disk later on to immerse myself into the movie again."
329,10,"Dec 22, 2022",What a good night out! The last hour was like a thrilling ride on a rollercoaster! What an epic immersive adventure! Escapism at its best!
330,10,"Dec 22, 2022","James Cameron has been one of the consistently greatest directors for the past few decades now and my biggest complaint is that he doesn't make more movies.  Movies like Avatar, filmed with real 3D cameras, instead of converting normal to 3D in post prodcution, are the only way to see 3D iMax.  If you haven't seen a real 3D movie then check this out, it is a world of difference."
331,8,"Dec 22, 2022","Fue largo el tiempo de espera pero por fin llego Avatar 2: The Way Of Water. Creo que esta película es bastante buena. El concepto de la historia es básico hasta un poco cliché pero sabe diferenciarse y modificar el concepto. Además, la banda sonora es increíble y los efectos visuales están a otro nivel. Nunca vi algo al nivel de esta película, se nota que trabajaron muchísimo en ellos. En cuanto a los personajes, que no son nada del otro mundo, no los ame ni los odie simplemente estaban ahí. No termine realmente de empatizar con ellos pero me parece que casi todos están perfectamente escritos. Todos tienen su trasfondo y un sentido, algo que me parece clave en cualquier película. Es entretenida y bastante dinámica a mi parecer así que no tengo quejas en cuanto a la duración. Aunque hay que decir que las partes del Lo'ak (el hijo de Jake Sully) con la ballena rara fueron un poco pesadas.

Ahora los aspectos malos de la película. Para empezar, siento que no sale del mismo circuito que la primer película. Gente del cielo que viene a la tierra de los Avatares a tomar lo que quieren y matan a muchos de ellos (osea guerra). Por suerte se dieron cuenta de esto e hicieron algunos cambios. Después me pareció demasiado la obsesión que tenían todos con Jake Sully. Entendí la razon que tenían pero creo que arriesgaban demasiado toda la misión de tomar el planeta por una sola persona. En conclusión, la película esta bien. No se destaca tanto de otras tramas pero a la vez lo hace por sus efectos visuales y su trama algo distinta. Claramente no se queda en el montón."
332,10,"Dec 22, 2022",the movie is amazing i fell in love with how realistic everything is and how i was kept engaged and interested regardless of how long this movie was. there were scenes where i would bawl my eyes out when ronals spirit sister and neteyam died. this movie is beautiful.  i can’t wait for avatar 3
333,8,"Dec 22, 2022","Avatar 2 is a pretty good movie, it has some issues. It seems like its Avatar 1 all over again, story is different but it still feels same with the plots and things like that. But the story is still great, I even teared up during one part. CGI improved alot thought from the last episode, the quality is stunning. Also they improved from portraying bad guys as the worst guys of all. In Avatar 1 the bad characters were literally trying so hard to look bad, in Avatar 2 is the situation little bit better."
334,9,"Dec 22, 2022","The first earnest blockbuster I've seen in a long time, movies have either been too self aware in their corniness, or have just taken themselves so seriously that theirs little room for joy at all. Avatar is unapologetically itself, and i appreciate it for that in an over saturated market of cynical sarcasm."
335,8,"Dec 22, 2022",James Cameron has waited 13 years for this movie. Now it has been released... The VFX was just amazing... The music of the movie was mind-blowing... What else to say about the climax is just unbelievable...
336,10,"Dec 22, 2022","After all this years waiting, this movie is an absulute masterpiece. A needed fresh air. Beautiful universe and special effects."
337,6,"Dec 22, 2022","Well here it is folks, the highly anticipated sequel to James Cameron’s Avatar. Now I’m sure everyone is wondering, was it worth the thirteen year wait? Not exactly but honestly there aren’t a lot of movies worth waiting thirteen years for a sequel.

Set thirteen years after Avatar, Jake Sully (Sam Worthington) lives with his family in the forests of Pandora. Despite scaring away the sky people many years ago they’re now back again to wreck havoc on Pandora and exploit it’s natural resources. Jake and Neytiri (Zoe Saldana) seek help from the Na’vi race to protect their home and family.

Avatar: The Way of Water feels like a collection of scenes from many of Cameron’s movies. There’s strong vibes of Aliens to Titanic and bit of Jaws thrown into the mix. Sure the story may not be the most original thing you’ve ever seen but there’s no denying these are some of the best visual effects you’ll see on the big screen. Say what you want about Cameron, but he doesn’t cheap out on the VFX unlike a few other movies that have neglected this area in recent years. Every single frame is packed full of amazing effects of the world of Pandora. The bar was raised with Avatar back in 2009 and now it’s been raised yet again. Not only that but it also further highlights the films with dodgy looking visual effects. Particularly some of the comic-book movies that also came out in 2022. There really is no comparison.

Avatar: The Way of Water isn’t without its issues, story-wise it’s almost a repeat of the first movie but with more water. It’s over 3 hours long and I understand the care and love that Cameron put into this but it’s very dragged out. I couldn’t help but feel that it would have benefitted from a cinematic cut and then a director’s cut for all the diehard Avatar fans. The first hour is all set up, the second feels like a nature show, all it was missing was some David Attenborough narration. The first two hours needed to be cut down but the last hour was epic for sure, even if it was Titanic meets Aliens. The repetition is frustrating and if Cameron thought people would be too dazzled by the visuals to notice, he was wrong. Also no spoilers but there was a decision made towards the end of the film that felt like it cheated the audience. There’s obviously lots of elements in The Way of Water to set it up for further sequels, but I’m nowhere near captivated enough to want three more of these movies. Yet despite how dragged out it was I was never actually bored though I did resist the urge to look at my watch a couple of times.

Because Avatar: The Way of Water felt like a combination of Cameron’s other movies I ended up leaving the cinema feeling like I’d love to re-watch Aliens again. But I’ll never say that about Avatar: The Way of Water. As for the box office which everyone seems obsessed with right now, it will make its money back of course. It’s so clearly made for cinemas and needs to be seen on the big screen. Although there are a couple of scenes that will make you dizzy it’s still exceptional to look at and a highly immersive experience. It’s probably going to make over a billion anyway but it will be lucky to get two billion and it’s certainly not going to be the first movie to break three billion mark if my screening was anything to go by. Avatar: Way of Water is quite possibly the most expensive film ever made I couldn’t help but feel like it might have been cheaper to make a Western, which let’s be honest that is what the Avatar movies are at their heart, Westerns.

A film centered around family with a very heavy message about caring for the planet and the environment. Unfortunately the type of people that message is aimed at probably won’t bother seeing Avatar: The Way of Water. Recommended for fans of the Avatar franchise. Also for anyone who hasn’t seen the first movie and/or can’t remember it, you can see the sequel without getting lost. So if you were planning on using that as an excuse to avoid being dragged to Avatar 2 this Christmas sorry that ain’t gonna cut it."
338,10,"Dec 22, 2022","Avatar 2 really overcame my expectations, 3+ hours long movie and it was never boring, really love what they did to the story line. The effects were awesome, now i get why it took so long to make."
339,7,"Dec 22, 2022","There are many good and positive points, like the fabulous world, the action, and many other things. BUT overall it's a copy/paste from the previous movie. The WOW-Effect is therefore only moderate."
340,6,"Dec 21, 2022",Many banal tropes and dialogues — it didn’t add anything new to cinema nor to the greater collection of modern and historical stories. This will be a hit for the 12-year-olds and it can be a break from the monotony of your 9-5.
341,9,"Dec 21, 2022","Absolutely gorgeous film with flawless, futuristic CGI animation. The emotional punch is much better than the first and the characters are fleshed out much better, with the family dynamic really pulling the whole film together. Some of the dialogue is campy and wooden, and Spider is not a very likeable character, but that’s the only complaint in an otherwise outstanding cinematic experience."
342,6,"Dec 21, 2022","Disconnected, weak story and poor frame rates. A movie so successful deserves a little more."
343,5,"Dec 21, 2022","Full disclosure: Avatar is one of my very favorite movies and I've seen it about 20 times and own not one, but two copies. Lol  I've waited so long for this to come out but was disappointed in the one dimensional plot (revenge from the army guy against Jake Sully). Even the visuals, while very beautiful couldn't make up for it. The story also felt very lazy, like they just took the same formula and repeated it in a different area on Pandora (only with 1/4 of storyline). Hoping the next one is better!!!"
344,10,"Dec 21, 2022","Watched film today with my wife. What an incredible experience! Definitely gonna watch it one more time in coming weeks. Maybe in IMAX the second time.
I watched first film when I was at elementary school. I waited nearly 13 years for the seconds. Finally! Solid 10/10 from me"
345,10,"Dec 21, 2022",Fantastic movie. Better than the first one. Had me in tears multiple times.
346,5,"Dec 21, 2022","Solid film kinda ruined in the theater for me by the frame rate. Regardless of how I feel about 48 FPS, one thing I can say for sure is that they should have just stuck to one frame rate for the whole film. But the movie constantly swaps around, seemingly at random. Different shots in the same scene will jarring my change frame rate, with no rhyme or reason, and it’s super distracting every time. The characters will just be walking and talking, and then a single shot will suddenly be in 48, and then it goes back to normal. In the same scene.

That aside, I don’t like the 48 fps at all. It really highlighted how everything in this film is just computer generated. Of course it’s going to look computer generated to some degree, the whole movie is CGI essentially, but in 48 fps it’s more apparent than ever. It looks like a really advanced looking video game engine tech demo a lot of the time, instead of a movie. I wish I could comment more on the quality of the movie itself— lots of scenes and shots are gorgeous, especially the underwater ones as you’d expect, but feeling like I was watching a game cutscene took me out of it so much. Pretty disappointing."
347,0,"Dec 21, 2022","This movie offers nothing new, its effects at times border on the uncanny valley. The plot is bland, boring and predictable. A nonsense. A waste of time."
348,9,"Dec 21, 2022","Avatar: The Way of Water is a visual spectacle, often there are moments were the grand titanic visuals with immersive details are often intensely overwhelming for the viewer, they are often able to sheer one away form the plot, and into the beauties of pandora. Visually speaking, it's the best out there. In terms of story telling, the movie takes a basic, overused story and puts it in a unique and interesting scenario. It is able to barely juggle all the characters, despite their basic dialogue. Neytiri (Zoe Saldana) steals the show with their emotional and fantastic performance. Honestly, the CGI and visuals are so impressive that one can think it was shot in the future. Dont get me wrong, the script is not perfect, the dialogue is sometimes sketchy, but the drama and intenseness picks up in the unforgettable final act which is stuffed with emotions, explosions and scenes which parallel with Titanic. The movie is an ode to nature, its an ode to cinematography, and its an ode to complex story telling, which sometimes feels perfect, and sometimes feels rushed or overhauled."
349,10,"Dec 21, 2022","Simply BEAUTIFUL.
Avatar 2 explore in a deeper way the characters and set a new beginning for the war of Pandora.
Jake's sons are well developed and interesting characters, the Metkayna tribe is beautiful and their Way of Water is fascinating with outstanding creatures and beautiful philosophy.
Yes, Quaritch return and break out from the stereotype of the ""bad marine"", even him is developed more and that's really good.
Avatar 2 is technically a masterpiece with a story more ""of transition"" but crucial for the develope of characters and always enjoyable, with even comedy scenes never cringy (not marvel style, for god sake...).

Cameron you're a genius, thanks!"
350,10,"Dec 21, 2022","Jim Cameron is the man who always has the creative power to shape the Hollywood, and with his new creation he sets the bar even higher!
Well worth all the wait!"
351,10,"Dec 20, 2022","I cried so hard during the movie. I've waited for this moment for 13 years, and Avatar 2 didn't disappoint me. Every single scene was so magical, characters gradually brought me out of the real world, and I totally lived in Pandora. Though some people said the plot was incompleted and unconvinced, it is because there are 3 more movies to develop the plot. If they did everything in Avatar 2 then what else was left in the following ones? The unfinished problems will be solved in parts 3, 4, and 5, and that’s why the ending was the open one. Just live in the moment. No words can describe my emotions when I experienced Avatar - top 1 of the list of my favorite movies ever."
352,10,"Dec 20, 2022","Stunning visuals, amazing acting, fun and exciting story! Beautiful continuation of the story, so excited for the next one"
353,10,"Dec 20, 2022","Avatar: way of the water was absolutely incredible. Beautifully done and had all of my emotions flowing. I’m so happy I was able to see the movie in theater with my husband and our daughter. This is more than a movie, it’s an experience."
354,10,"Dec 20, 2022","If you loved the first one, you will love this one.  I did and I do.  Most fun I've had in the theater since the last Avatar movie.  Look I loved Dune, loved Bladerunner 2049 but this is a different deal.  It's at once lighter and more gut wrenching.  Since everything is political these days, here's the deal... people on the right will **** about the woo woo earth Goddess religion, the ""noble savage"", ""native people good/America/military/Corporations/white people bad"" angle, and the ""save the planet"" stuff while people on the left will decry the patriarchal society, the testosterone filled, strong, positive male characters, the emphasis on children and family stuff. Meanwhile movie snobs will say the classic heroic plot is too cookie cutter and shallow.  I say, check your politics at the door and show up for one of the most amazing action adventure stories ever brought to the screen. Gorgeous, funny, heart felt and unique. Absolute 10 out of 10 for me!"
355,4,"Dec 20, 2022","Boring, I've never been more bored with a movie in my life. I really don't recomend this movie."
356,10,"Dec 20, 2022",This is the best narrative story for a Movie from hollywood since forever. I’m going to see this a second time. Cant wait to catch things that I missed watching it.
357,3,"Dec 20, 2022",Characters and story were boring. When I was watching this I fell asleep. Also the death of one of the main characters was so predictable. Only thing that saves this movie are visuals but they also weren't beautiful.
358,3,"Dec 20, 2022","Not as epic as the first one. Movie is setup for future sequels since there’s no proper conclusion. New plot device in this movie is some goo from a fish. Human should have thought about cloning that fish instead. Too many kids with each their own problems. A little bit too much montages of swimming and bounding with fishes. Anyway, biggest disappointment for me is no proper conclusion of sky people and the main vilain."
359,9,"Dec 20, 2022","Loved it. 3.5 hours went by in a flash. Never seen so good visual effects.
Looking forward to another sequel."
360,10,"Dec 20, 2022","Im pleased to say this time the second movie is not destroying the genre, the first... Im happy as well to say i had so much fun watching it ! Love it Love it Love it."
361,10,"Dec 20, 2022","Visually spectacular and Emotionally powerful, this sequel 13 years later shows why Cameron indeed is the King of the World."
362,9,"Dec 20, 2022",Solid movie Dolby Atmos 3D is amazing. Can't wait to watch it again on my OLED and see the colors really pop.
363,10,"Dec 20, 2022","I loved every minute of the film. A breathtaking experience, stunning and beautiful to watch."
364,3,"Dec 20, 2022","Not much matters from the first movie. it's a new experience which looks amazing but get dragged down due to the silly story.

Sadly, instead of expanding and improving Avatar the movie just doubles down on action and drops any attempts at an interesting story.

Can't stress enough how beautiful it is and how amazing is the advancements in CG but it doesn't make this movie any less boring or shorter."
365,10,"Dec 20, 2022","I honestly did not think this movie would be good but it proved me wrong, it was way better than Avatar 1"
366,7,"Dec 20, 2022","Review in one word: Disappointment. If you see this at IMAX, visually it's fantastic. But the plot is awful. I can't believe this is the best they could come up with after 10 years. A type 2 civilization of humans getting annihilated by some aborigines with bows doesn't make any sense. The handcuffs that can just be cut with a knife? If you don't think much about it, the movie is enjoyable. But as soon you see all the plot holes the movie becomes meaningless."
